Front,Back,Extra,Mnemonic,CardType,Tags,ImageURL,ImageAlt,Topic,Source,CardID
What is component 1 of 5 in Being media literate requires you to…?,Learn to think critically,Explanation: Learn to think critically; Become smart consumers; Recognize points of view; Create media responsibly; Identify the role of media in our culture Source: MEDIALIT FINALS p.5 Context: Information and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-266 if unfamiliar.,"LBRCI: Learn to think critically, Become smart consumers, Recognize points of view, Create media responsibly, Identify the role of media in our culture",qa,media-literacy finals information-and-media-literacy auto,,,Information and Media Literacy,media-literacy-finals-refined.md:line-266,f5de9b6852494efc
What is component 4 of 5 in The five components of the communication process?,Receiver,Explanation: Source; Channel; Message; Receiver; Feedback Source: MEDIALIT FINALS p.2 Context: Communication Process and Literacies background is assumed; review media-literacy-finals-refined.md:line-71 if unfamiliar.,"SCMRF: Source, Channel, Message, Receiver, Feedback",qa,media-literacy finals communication-process-and-literacies auto,,,Communication Process and Literacies,media-literacy-finals-refined.md:line-71,9764440e8acb17f5
Complete: The ___ (NAMLE) defines media literacy as the ability ...,National Association for Media Literacy Education,"Explanation: The National Association for Media Literacy Education (NAMLE) defines media literacy as the ability to access, evaluate, analyze, act, communicate and create using all forms of media. Source: MEDIALIT FINALS p.1 Context: Media and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-13 if unfamiliar.",,qa,media-literacy finals media-and-media-literacy auto,,,Media and Media Literacy,media-literacy-finals-refined.md:line-13,432b75184079e2e8
What is component 2 of 3 in three main advantages of MOOCs in the handout?,Pedagogy experimentation,Explanation: MOOCs can reach varied learners / support teaching experimentation / and reduce attendance barriers. Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-676 if unfamiliar.,"RPE: Reachability, Pedagogy experimentation, Economy",qa,media-literacy finals mooc moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-676,25e4be4c14f231ac
Which criterion asks whether a source is sufficiently current?,Currency,Explanation: Currency is checked through publication or update dates. Source: MEDIALIT FINALS p.7 Context: Source Evaluation and Media Tradeoffs background is assumed; review media-literacy-finals-refined.md:line-652 if unfamiliar.,,qa,media-literacy finals evaluation source-evaluation-and-media-tradeoffs auto,,,Source Evaluation and Media Tradeoffs,media-literacy-finals-refined.md:line-652,d639df9bd609bf6f
"Complete: ___ sources are synthesized, condensed information for a broader audience (e.g. encyclopedias, dictionaries, almanacs).",Tertiary,"Explanation: Tertiary sources are synthesized, condensed information for a broader audience (e.g. encyclopedias, dictionaries, almanacs). Source: MEDIALIT FINALS p.7 Context: Media and Information Sources background is assumed; review media-literacy-finals-refined.md:line-294 if unfamiliar.",,qa,media-literacy finals media-and-information-sources auto,,,Media and Information Sources,media-literacy-finals-refined.md:line-294,8c95d9d259e2b767
What is component 5 of 6 in The aspects of language?,Phonology,Explanation: Semantics; Syntax; Pragmatics; Phonetics; Phonology; Morphology Source: MEDIALIT FINALS p.4 Context: Verbal and Non-Verbal Communication background is assumed; review media-literacy-finals-refined.md:line-203 if unfamiliar.,"SSPPPM: Semantics, Syntax, Pragmatics, Phonetics, Phonology, Morphology",qa,media-literacy finals verbal-and-non-verbal-communication auto,,,Verbal and Non-Verbal Communication,media-literacy-finals-refined.md:line-203,9c301e9b7d86c1e0
What is component 1 of 5 in positive effects of media listed in the handout?,Improved learning,Explanation: The handout contrasts these benefits with misinformation / identity theft / and misuse. Source: MEDIALIT FINALS p.9 Context: Media Effects and Society background is assumed; review media-literacy-finals-refined.md:line-669 if unfamiliar.,"IEHBB: Improved learning, Easier data access, Human connection, Better information presentation, Better memory support",qa,media-literacy finals media-effects media-effects-and-society auto,,,Media Effects and Society,media-literacy-finals-refined.md:line-669,af2f7318100bcd4d
What is component 1 of 3 in The three components of the initial (linear) Shannon-Weaver model?,"Transmitter<br><img src=""media-literacy-shannon-weaver.jpeg"" alt=""The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card."">",Explanation: Transmitter; Channel; Receiver Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-115 if unfamiliar.,"TCR: Transmitter, Channel, Receiver",image-supported,media-literacy finals shannon-weaver-model auto,media-literacy-shannon-weaver.jpeg,The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card.,Shannon-Weaver Model,media-literacy-finals-refined.md:line-115,71d7450d907433b7
"What are ""media messages""?",The values and ideas that are promoted.,Explanation: The values and ideas that are promoted. Source: MEDIALIT FINALS p.1 Context: Media and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-43 if unfamiliar.,,qa,media-literacy finals media-and-media-literacy auto,,,Media and Media Literacy,media-literacy-finals-refined.md:line-43,980f605d8611887a
"In the Shannon-Weaver model, what is the factor that affects/interferes with the communication process called?",Noise.,Explanation: Noise. Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-130 if unfamiliar.,,qa,media-literacy finals shannon-weaver-model auto,,,Shannon-Weaver Model,media-literacy-finals-refined.md:line-130,8fce8ba75987cc3d
What is technology literacy?,Using technology ethically and efficiently to improve one's knowledge and well-being — the capacity to use / manage / understand / comprehend / and critically evaluate technology to access / create / and communicate information effectively.,"Explanation: Using technology ethically and efficiently to improve one's knowledge and well-being — the capacity to use, manage, understand, comprehend, and critically evaluate technology to access, create, and communicate information effectively. Source: MEDIALIT FINALS p.2, p.6 Context: Communication Process and Literacies background is assumed; review media-literacy-finals-refined.md:line-101 if unfamiliar.",,qa,media-literacy finals communication-process-and-literacies auto,,,Communication Process and Literacies,media-literacy-finals-refined.md:line-101,fc476a5eb1c1db21
Which criterion asks whether an author has suitable qualifications?,Author credibility,Explanation: Author credibility checks the author and publisher's qualifications on the topic. Source: MEDIALIT FINALS p.7 Context: Source Evaluation and Media Tradeoffs background is assumed; review media-literacy-finals-refined.md:line-637 if unfamiliar.,,qa,media-literacy finals evaluation source-evaluation-and-media-tradeoffs auto,,,Source Evaluation and Media Tradeoffs,media-literacy-finals-refined.md:line-637,8a7e9717b2ad56ff
"Complete: ... the most common in MOOCs, while the ___ method has the student interpret available content ...",Connectivist,"Explanation: The Didactic MOOC teaching method is the traditional classroom approach (watching pre-recorded videos, reading materials) and is the most common in MOOCs, while the Connectivist method has the student interpret available content and present it for peer critique in an online forum. Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-612 if unfamiliar.",,qa,media-literacy finals moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-612,9eb0d3fd58489703
Which term means: Print media (printed content such as newspapers / books / magazines / flyers / newsletters)?,the oldest form of media,"Explanation: Print media (printed content such as newspapers, books, magazines, flyers, newsletters). Source: MEDIALIT FINALS p.7 Context: Media and Information Sources background is assumed; review media-literacy-finals-refined.md:line-274 if unfamiliar.",,reverse,media-literacy finals media-and-information-sources auto,,,Media and Information Sources,media-literacy-finals-refined.md:line-274,bacea2d86736b734
What is component 5 of 6 in The types of non-verbal communication?,Chronemics,Explanation: Kinesics; Haptics; Vocalics / Paralinguistics; Proxemics; Chronemics; Artifacts and Environment Source: MEDIALIT FINALS p.4 Context: Verbal and Non-Verbal Communication background is assumed; review media-literacy-finals-refined.md:line-163 if unfamiliar.,"KHVPCA: Kinesics, Haptics, Vocalics / Paralinguistics, Proxemics, Chronemics, Artifacts and Environment",qa,media-literacy finals verbal-and-non-verbal-communication auto,,,Verbal and Non-Verbal Communication,media-literacy-finals-refined.md:line-163,879447bacbf0db1f
What is component 3 of 4 in Authority is constructed and contextual; Information creation as a process; Information?,Scholarship as conversation,Explanation: Authority is constructed and contextual; Information creation as a process; Information has value; Research as inquiry; Scholarship as conversation; Searching as strategic exploration Source: MEDIALIT FINALS p.5 Context: Information and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-246 if unfamiliar.,"VRSS: value, Research as inquiry, Scholarship as conversation, Searching as strategic exploration",qa,media-literacy finals information-and-media-literacy auto,,,Information and Media Literacy,media-literacy-finals-refined.md:line-246,3db3c369bd746b02
What is component 2 of 5 in positive effects of media listed in the handout?,Easier data access,Explanation: The handout contrasts these benefits with misinformation / identity theft / and misuse. Source: MEDIALIT FINALS p.9 Context: Media Effects and Society background is assumed; review media-literacy-finals-refined.md:line-669 if unfamiliar.,"IEHBB: Improved learning, Easier data access, Human connection, Better information presentation, Better memory support",qa,media-literacy finals media-effects media-effects-and-society auto,,,Media Effects and Society,media-literacy-finals-refined.md:line-669,0d21ba7309d67d46
"Complete: ... of computers (started in the 1930s) used ___ that ""open"" and ""close"" to relay electrical ...",vacuum tubes,"Explanation: The first generation of computers (started in the 1930s) used vacuum tubes that ""open"" and ""close"" to relay electrical signals (e.g. Colossus, 1943). Source: MEDIALIT FINALS p.20 Context: Computer Generations I-III background is assumed; review media-literacy-finals-refined.md:line-533 if unfamiliar.",,qa,media-literacy finals computer-generations-i-iii auto,,,Computer Generations I-III,media-literacy-finals-refined.md:line-533,dd8ef8c3eafc3b31
"Complete: In 1823, Charles Babbage invented the ___, commissioned by the British Government to process ...",Differential Machine,"Explanation: In 1823, Charles Babbage invented the Differential Machine, commissioned by the British Government to process basic mathematical computations. Source: MEDIALIT FINALS p.13 Context: Telegraph and Early Computing background is assumed; review media-literacy-finals-refined.md:line-417 if unfamiliar.",,qa,media-literacy finals telegraph-and-early-computing auto,,,Telegraph and Early Computing,media-literacy-finals-refined.md:line-417,8b64a1ee35adefb6
What is component 3 of 5 in positive effects of media listed in the handout?,Human connection,Explanation: The handout contrasts these benefits with misinformation / identity theft / and misuse. Source: MEDIALIT FINALS p.9 Context: Media Effects and Society background is assumed; review media-literacy-finals-refined.md:line-669 if unfamiliar.,"IEHBB: Improved learning, Easier data access, Human connection, Better information presentation, Better memory support",qa,media-literacy finals media-effects media-effects-and-society auto,,,Media Effects and Society,media-literacy-finals-refined.md:line-669,fb03be17c923c8d9
Who first introduced the communication process (the Shannon-Weaver model)?,American mathematicians Claude Shannon and Warren Weaver.,Explanation: American mathematicians Claude Shannon and Warren Weaver. Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-109 if unfamiliar.,,qa,media-literacy finals shannon-weaver-model auto,,,Shannon-Weaver Model,media-literacy-finals-refined.md:line-109,29a875b70ebfe71b
"Who is considered the first computer programmer, and why?",Ada Lovelace — for the programs she developed for Charles Babbage's Analytical Engine.,Explanation: Ada Lovelace — for the programs she developed for Charles Babbage's Analytical Engine. Source: MEDIALIT FINALS p.14 Context: Analytical Engine and Photography background is assumed; review media-literacy-finals-refined.md:line-430 if unfamiliar.,,qa,media-literacy finals analytical-engine-and-photography auto,,,Analytical Engine and Photography,media-literacy-finals-refined.md:line-430,55b3de6c102028fb
What is component 3 of 3 in The three types of signs?,Code,Explanation: Icon; Symbol; Code Source: MEDIALIT FINALS p.4 Context: Verbal and Non-Verbal Communication background is assumed; review media-literacy-finals-refined.md:line-143 if unfamiliar.,"ISC: Icon, Symbol, Code",qa,media-literacy finals verbal-and-non-verbal-communication auto,,,Verbal and Non-Verbal Communication,media-literacy-finals-refined.md:line-143,3a3255695276315e
"Complete: ... credibility: .org = organization, .com = commercial, ___ = government.",.gov,"Explanation: Checking a website's domain extension helps judge credibility: .org = organization, .com = commercial, .gov = government. Source: MEDIALIT FINALS p.8 Context: Source Evaluation and Media Tradeoffs background is assumed; review media-literacy-finals-refined.md:line-312 if unfamiliar.",,qa,media-literacy finals source-evaluation-and-media-tradeoffs auto,,,Source Evaluation and Media Tradeoffs,media-literacy-finals-refined.md:line-312,44a49b7445acd0f3
Complete: ___ sources come from hands-on research and data ...,Primary,"Explanation: Primary sources come from hands-on research and data gathering, closely related to the original information (e.g. art, interviews, diaries, speeches). Source: MEDIALIT FINALS p.7 Context: Media and Information Sources background is assumed; review media-literacy-finals-refined.md:line-284 if unfamiliar.",,qa,media-literacy finals media-and-information-sources auto,,,Media and Information Sources,media-literacy-finals-refined.md:line-284,0129ea41cee38545
What is information literacy?,The ability to find / evaluate / and use information effectively to accomplish a specific purpose.,"Explanation: The ability to find, evaluate, and use information effectively to accomplish a specific purpose. Source: MEDIALIT FINALS p.2 Context: Communication Process and Literacies background is assumed; review media-literacy-finals-refined.md:line-96 if unfamiliar.",,qa,media-literacy finals communication-process-and-literacies auto,,,Communication Process and Literacies,media-literacy-finals-refined.md:line-96,5d93aa1eaa2e2ec3
"What does ""media message interpretation"" mean?",Each audience member interprets a message based on their own experiences and opinions / so the creator's intended message isn't always what the audience perceives.,"Explanation: Each audience member interprets a message based on their own experiences and opinions, so the creator's intended message isn't always what the audience perceives. Source: MEDIALIT FINALS p.1 Context: Media and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-53 if unfamiliar.",,qa,media-literacy finals media-and-media-literacy auto,,,Media and Media Literacy,media-literacy-finals-refined.md:line-53,5b0624ae49f6dde4
What is component 4 of 4 in four shared MIL skill stages?,Use,Explanation: Information / media / and technology literacy each require identifying needs / locating resources / evaluating fit or credibility / and using resources ethically. Source: MEDIALIT FINALS p.6 Context: Technology Literacy and MIL Skills background is assumed; review media-literacy-finals-refined.md:line-630 if unfamiliar.,"ILEU: Identify, Locate, Evaluate, Use",qa,media-literacy finals mil-skills technology-literacy-and-mil-skills auto,,,Technology Literacy and MIL Skills,media-literacy-finals-refined.md:line-630,dbe00c538b292be1
"What does MOOC stand for, and what is it?",Massive Open Online Courses — distance learning that handles a massive number of students / is open/free / done online / and structured as courses (syllabus / materials / evaluations).,"Explanation: Massive Open Online Courses — distance learning that handles a massive number of students, is open/free, done online, and structured as courses (syllabus, materials, evaluations). Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-597 if unfamiliar.",,qa,media-literacy finals moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-597,a67684389218ab32
What is component 2 of 5 in Being media literate requires you to…?,Become smart consumers,Explanation: Learn to think critically; Become smart consumers; Recognize points of view; Create media responsibly; Identify the role of media in our culture Source: MEDIALIT FINALS p.5 Context: Information and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-266 if unfamiliar.,"LBRCI: Learn to think critically, Become smart consumers, Recognize points of view, Create media responsibly, Identify the role of media in our culture",qa,media-literacy finals information-and-media-literacy auto,,,Information and Media Literacy,media-literacy-finals-refined.md:line-266,723fd4b9188320dc
Complete: The second generation began when ___ replaced vacuum tubes in 1954; it saw ...,transistors,"Explanation: The second generation began when transistors replaced vacuum tubes in 1954; it saw programs like FORTRAN, ALGOL, and COBOL. Source: MEDIALIT FINALS p.20 Context: Computer Generations I-III background is assumed; review media-literacy-finals-refined.md:line-543 if unfamiliar.",,qa,media-literacy finals computer-generations-i-iii auto,,,Computer Generations I-III,media-literacy-finals-refined.md:line-543,05076a8c4646e10e
What is component 2 of 6 in The six skills in the media literacy definition (NAMLE)?,Analyze,Explanation: Access; Analyze; Evaluate; Create; Communicate; Act Source: MEDIALIT FINALS p.1 Context: Media and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-18 if unfamiliar.,"AAECCA: Access, Analyze, Evaluate, Create, Communicate, Act",qa,media-literacy finals media-and-media-literacy auto,,,Media and Media Literacy,media-literacy-finals-refined.md:line-18,30264210ce3f4136
What is component 2 of 6 in The aspects of language?,Syntax,Explanation: Semantics; Syntax; Pragmatics; Phonetics; Phonology; Morphology Source: MEDIALIT FINALS p.4 Context: Verbal and Non-Verbal Communication background is assumed; review media-literacy-finals-refined.md:line-203 if unfamiliar.,"SSPPPM: Semantics, Syntax, Pragmatics, Phonetics, Phonology, Morphology",qa,media-literacy finals verbal-and-non-verbal-communication auto,,,Verbal and Non-Verbal Communication,media-literacy-finals-refined.md:line-203,5b9947c858ccc91e
What is component 3 of 4 in four shared MIL skill stages?,Evaluate,Explanation: Information / media / and technology literacy each require identifying needs / locating resources / evaluating fit or credibility / and using resources ethically. Source: MEDIALIT FINALS p.6 Context: Technology Literacy and MIL Skills background is assumed; review media-literacy-finals-refined.md:line-630 if unfamiliar.,"ILEU: Identify, Locate, Evaluate, Use",qa,media-literacy finals mil-skills technology-literacy-and-mil-skills auto,,,Technology Literacy and MIL Skills,media-literacy-finals-refined.md:line-630,878f79ba0032e8bf
"Complete: The ___ generation introduced microcomputers, using large scale integration (LSI) and very large scale integration (VLSI).",fourth,"Explanation: The fourth generation introduced microcomputers, using large scale integration (LSI) and very large scale integration (VLSI). Source: MEDIALIT FINALS p.21 Context: Computer Generations IV-V background is assumed; review media-literacy-finals-refined.md:line-561 if unfamiliar.",,qa,media-literacy finals computer-generations-iv-v auto,,,Computer Generations IV-V,media-literacy-finals-refined.md:line-561,fb290a072436e5b2
What is component 2 of 3 in The three types of information sources?,Secondary,Explanation: Primary; Secondary; Tertiary Source: MEDIALIT FINALS p.7 Context: Media and Information Sources background is assumed; review media-literacy-finals-refined.md:line-279 if unfamiliar.,"PST: Primary, Secondary, Tertiary",qa,media-literacy finals media-and-information-sources auto,,,Media and Information Sources,media-literacy-finals-refined.md:line-279,35b7113b435d320b
What is component 4 of 5 in Being media literate requires you to…?,Create media responsibly,Explanation: Learn to think critically; Become smart consumers; Recognize points of view; Create media responsibly; Identify the role of media in our culture Source: MEDIALIT FINALS p.5 Context: Information and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-266 if unfamiliar.,"LBRCI: Learn to think critically, Become smart consumers, Recognize points of view, Create media responsibly, Identify the role of media in our culture",qa,media-literacy finals information-and-media-literacy auto,,,Information and Media Literacy,media-literacy-finals-refined.md:line-266,92c41afe82b0d093
"Complete: In 1823, ___ invented the Differential Machine, commissioned by the ...",Charles Babbage,"Explanation: In 1823, Charles Babbage invented the Differential Machine, commissioned by the British Government to process basic mathematical computations. Source: MEDIALIT FINALS p.13 Context: Telegraph and Early Computing background is assumed; review media-literacy-finals-refined.md:line-412 if unfamiliar.",,qa,media-literacy finals telegraph-and-early-computing auto,,,Telegraph and Early Computing,media-literacy-finals-refined.md:line-412,5e51bda3d735699c
Who designed the telephone as both a receiver and transmitter of voice?,Alexander Graham Bell (a speech instructor).,Explanation: Alexander Graham Bell (a speech instructor). Source: MEDIALIT FINALS p.18 Context: Television Radio and Telephone background is assumed; review media-literacy-finals-refined.md:line-507 if unfamiliar.,,qa,media-literacy finals television-radio-and-telephone auto,,,Television Radio and Telephone,media-literacy-finals-refined.md:line-507,a06d30dd65cf261f
"Complete: The third generation centered on the ___ (microchip), which appeared in 1963 and saw ...",integrated circuit,"Explanation: The third generation centered on the integrated circuit (microchip), which appeared in 1963 and saw the birth of operating systems like UNIX. Source: MEDIALIT FINALS p.20 Context: Computer Generations I-III background is assumed; review media-literacy-finals-refined.md:line-553 if unfamiliar.",,qa,media-literacy finals computer-generations-i-iii auto,,,Computer Generations I-III,media-literacy-finals-refined.md:line-553,715fd3e63718eba1
What is component 5 of 5 in positive effects of media listed in the handout?,Better memory support,Explanation: The handout contrasts these benefits with misinformation / identity theft / and misuse. Source: MEDIALIT FINALS p.9 Context: Media Effects and Society background is assumed; review media-literacy-finals-refined.md:line-669 if unfamiliar.,"IEHBB: Improved learning, Easier data access, Human connection, Better information presentation, Better memory support",qa,media-literacy finals media-effects media-effects-and-society auto,,,Media Effects and Society,media-literacy-finals-refined.md:line-669,70e214d474aa24a9
What is component 1 of 3 in three main advantages of MOOCs in the handout?,Reachability,Explanation: MOOCs can reach varied learners / support teaching experimentation / and reduce attendance barriers. Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-676 if unfamiliar.,"RPE: Reachability, Pedagogy experimentation, Economy",qa,media-literacy finals mooc moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-676,0aa358b3b738d9bf
Complete: ... into clay and was developed by the ___ in Mesopotamia around 3500–3200 BCE.,Sumerians,"Explanation: Cuneiform, the world's earliest known writing system, used wedge-shaped marks pressed into clay and was developed by the Sumerians in Mesopotamia around 3500–3200 BCE. Source: MEDIALIT FINALS p.10 Context: Prehistoric Communication and Writing background is assumed; review media-literacy-finals-refined.md:line-353 if unfamiliar.",,qa,media-literacy finals prehistoric-communication-and-writing auto,,,Prehistoric Communication and Writing,media-literacy-finals-refined.md:line-353,adeb124cd56110b8
What is communication?,The act or process of using words / sounds / signs / or behaviors to express or exchange information / ideas / thoughts / and feelings with someone else.,"Explanation: The act or process of using words, sounds, signs, or behaviors to express or exchange information, ideas, thoughts, and feelings with someone else. Source: MEDIALIT FINALS p.2 Context: Communication Process and Literacies background is assumed; review media-literacy-finals-refined.md:line-61 if unfamiliar.",,qa,media-literacy finals communication-process-and-literacies auto,,,Communication Process and Literacies,media-literacy-finals-refined.md:line-61,991e706e551aa241
Which term means: They cannot depict sound and motion?,one major limitation shared by newspapers / magazines / books / and journals,Explanation: Print media supports rereading and depth but lacks audiovisual motion. Source: MEDIALIT FINALS p.8 Context: Source Evaluation and Media Tradeoffs background is assumed; review media-literacy-finals-refined.md:line-657 if unfamiliar.,,reverse,media-literacy finals media-tradeoffs source-evaluation-and-media-tradeoffs auto,,,Source Evaluation and Media Tradeoffs,media-literacy-finals-refined.md:line-657,bf30e264c1106acc
Complete: The ___ was developed by the Phoenicians in the ...,Alphabet,"Explanation: The Alphabet was developed by the Phoenicians in the 15th Century B.C.; unlike hieroglyphics (pictures for ideas), it uses symbols to represent a letter. It was later adapted by the Greeks and Romans in the 8th Century. Source: MEDIALIT FINALS p.11 Context: Written Word and Printing background is assumed; review media-literacy-finals-refined.md:line-366 if unfamiliar.",,qa,media-literacy finals written-word-and-printing auto,,,Written Word and Printing,media-literacy-finals-refined.md:line-366,8368aa0e797f72ce
"Complete: In ___, Shannon and Weaver wrote ""A Mathematical Theory ...",1948,"Explanation: In 1948, Shannon and Weaver wrote ""A Mathematical Theory of Communication"" in the Bell System Technical Journal, which became the Shannon-Weaver model of communication. Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-120 if unfamiliar.",,qa,media-literacy finals shannon-weaver-model auto,,,Shannon-Weaver Model,media-literacy-finals-refined.md:line-120,45b6debe85dfc235
"Complete: The world's first modern computer was ___ (Electronic Numerical Integrator and Computer), the first ...",ENIAC,"Explanation: The world's first modern computer was ENIAC (Electronic Numerical Integrator and Computer), the first general-purpose electronic digital computer that could be reprogrammed. Source: MEDIALIT FINALS p.14 Context: Analytical Engine and Photography background is assumed; review media-literacy-finals-refined.md:line-435 if unfamiliar.",,qa,media-literacy finals analytical-engine-and-photography auto,,,Analytical Engine and Photography,media-literacy-finals-refined.md:line-435,c3db8321cb258072
"Complete: ___ was a formal, pictorial ""sacred carving"" writing ...",Hieroglyphics,"Explanation: Hieroglyphics was a formal, pictorial ""sacred carving"" writing system used in Ancient Egypt from roughly 3300 BCE. Source: MEDIALIT FINALS p.10 Context: Prehistoric Communication and Writing background is assumed; review media-literacy-finals-refined.md:line-358 if unfamiliar.",,qa,media-literacy finals prehistoric-communication-and-writing auto,,,Prehistoric Communication and Writing,media-literacy-finals-refined.md:line-358,3a72794d125d9f78
"Complete: The fourth generation introduced ___, using large scale integration (LSI) and very large scale integration (VLSI).",microcomputers,"Explanation: The fourth generation introduced microcomputers, using large scale integration (LSI) and very large scale integration (VLSI). Source: MEDIALIT FINALS p.21 Context: Computer Generations IV-V background is assumed; review media-literacy-finals-refined.md:line-566 if unfamiliar.",,qa,media-literacy finals computer-generations-iv-v auto,,,Computer Generations IV-V,media-literacy-finals-refined.md:line-566,36bb3e53dc732a66
Complete: The ___ was invented by Samuel F. B. Morse ...,telegraph,"Explanation: The telegraph was invented by Samuel F. B. Morse and Alfred Vail in the 1830s as a way to send coded messages through an electrical current, replacing the postal system as the fastest way to send messages. Source: MEDIALIT FINALS p.13 Context: Telegraph and Early Computing background is assumed; review media-literacy-finals-refined.md:line-397 if unfamiliar.",,qa,media-literacy finals telegraph-and-early-computing auto,,,Telegraph and Early Computing,media-literacy-finals-refined.md:line-397,a39ef17b709df657
"Complete: ... extension helps judge credibility: .org = organization, ___ = commercial, .gov = government.",.com,"Explanation: Checking a website's domain extension helps judge credibility: .org = organization, .com = commercial, .gov = government. Source: MEDIALIT FINALS p.8 Context: Source Evaluation and Media Tradeoffs background is assumed; review media-literacy-finals-refined.md:line-307 if unfamiliar.",,qa,media-literacy finals source-evaluation-and-media-tradeoffs auto,,,Source Evaluation and Media Tradeoffs,media-literacy-finals-refined.md:line-307,06dea7f1567cd71a
Complete: The ___ generation of computers (started in the 1930s) ...,first,"Explanation: The first generation of computers (started in the 1930s) used vacuum tubes that ""open"" and ""close"" to relay electrical signals (e.g. Colossus, 1943). Source: MEDIALIT FINALS p.20 Context: Computer Generations I-III background is assumed; review media-literacy-finals-refined.md:line-528 if unfamiliar.",,qa,media-literacy finals computer-generations-i-iii auto,,,Computer Generations I-III,media-literacy-finals-refined.md:line-528,c5716944884cf355
What is component 2 of 3 in Examples of MOOCs?,Udacity,Explanation: Coursera; Udacity; edX Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-602 if unfamiliar.,"CUE: Coursera, Udacity, edX",qa,media-literacy finals moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-602,560beef0ea3fbe0a
Complete: ___ (1826) records and copies an image using ...,Photography,Explanation: Photography (1826) records and copies an image using light onto a light-sensitive material; the earliest form of camera is the Camera Obscura. Source: MEDIALIT FINALS p.14 Context: Analytical Engine and Photography background is assumed; review media-literacy-finals-refined.md:line-440 if unfamiliar.,,qa,media-literacy finals analytical-engine-and-photography auto,,,Analytical Engine and Photography,media-literacy-finals-refined.md:line-440,e40d7cb7ab7abc1f
Which term means: The ethical and efficient use / management / understanding / and evaluation of technology?,technology literacy,Explanation: Technology literacy includes choosing and operating tools needed to access and communicate information. Source: MEDIALIT FINALS p.6 Context: Technology Literacy and MIL Skills background is assumed; review media-literacy-finals-refined.md:line-625 if unfamiliar.,,reverse,media-literacy finals technology-literacy technology-literacy-and-mil-skills auto,,,Technology Literacy and MIL Skills,media-literacy-finals-refined.md:line-625,ddb435b8524c0a6f
Complete: The Alphabet was developed by the ___ in the 15th Century B.C.; unlike hieroglyphics ...,Phoenicians,"Explanation: The Alphabet was developed by the Phoenicians in the 15th Century B.C.; unlike hieroglyphics (pictures for ideas), it uses symbols to represent a letter. It was later adapted by the Greeks and Romans in the 8th Century. Source: MEDIALIT FINALS p.11 Context: Written Word and Printing background is assumed; review media-literacy-finals-refined.md:line-371 if unfamiliar.",,qa,media-literacy finals written-word-and-printing auto,,,Written Word and Printing,media-literacy-finals-refined.md:line-371,2f05a198ded01b16
What is component 2 of 3 in The three components of the initial (linear) Shannon-Weaver model?,"Channel<br><img src=""media-literacy-shannon-weaver.jpeg"" alt=""The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card."">",Explanation: Transmitter; Channel; Receiver Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-115 if unfamiliar.,"TCR: Transmitter, Channel, Receiver",image-supported,media-literacy finals shannon-weaver-model auto,media-literacy-shannon-weaver.jpeg,The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card.,Shannon-Weaver Model,media-literacy-finals-refined.md:line-115,c3e01167c97ed2cd
